MA_diff1,MA_diff2,MACD,SLOPE5,SLOPE15,SLOPE_diff,SKEW10,RSI20,RSI_SIG,BOLL_SIG,KALMAN_SIG
-59.33333333,6.333333333,-17.70450124,0,3.813724597,-3.813724597,2.004455326,0.471101281,0,0,-1
-26.5,-3,-13.04193394,-4.25,-0.361177664,4.611177664,-0.171453726,0.500852313,0,-1,-1
17.83333333,-13.83333333,-3.80720742,-0.5,2.745389073,-2.245389073,0.305507742,0.468902258,0,1,-1
1.333333333,-0.333333333,4.345982379,-2,3.953743096,-1.953743096,-1.075203192,0.600571129,-1,0,-1
54,-25,25.44290482,15.5,6.74131543,-22.24131543,0.621903472,0.716276517,-1,0,-1
4,-3,-1.082688356,-1.75,2.44338571,-0.69338571,0.414070283,0.47750273,0,0,-1
-9.166666667,11.66666667,-21.328286,-2,3.093770721,-1.093770721,-0.542085448,0.29746972,1,0,-1
-30.16666667,24.16666667,-14.40253594,-3.25,0.34339539,2.90660461,-0.478864794,0.413645111,0,-1,-1
-13.66666667,-4.833333333,-10.08348078,-4.5,5.217170789,-0.717170789,-0.028884473,0.154069196,1,0,-1
2.333333333,-3.333333333,10.97268232,-13.5,2.382923274,11.11707673,0.197158451,0.496761626,0,0,-1
21.83333333,-8.833333333,0.155441248,-4.75,3.902987452,0.847012548,-2.148034582,0.400359985,0,1,-1
-16.33333333,4.833333333,31.12801148,2.5,3.752924753,-6.252924753,-0.532535272,0.706952386,-1,0,-1
43.83333333,-17.83333333,21.53563916,17.25,8.635660556,-25.88566056,1.104167061,0.776533724,-1,0,-1
-0.333333333,6.333333333,9.569274239,-4,3.536290005,0.463709995,0.117213735,0.572123108,0,0,-1
-61.33333333,-2.166666667,2.039242236,3.25,2.497097825,-5.747097825,0.739720476,0.500391612,0,-1,-1
30.33333333,-19.33333333,-26.96523033,3.25,5.159772966,-8.409772966,-0.26234324,0.376746967,1,1,-1
-3.833333333,7.833333333,4.433873239,-3.25,3.109517707,0.140482293,-0.760162761,0.468418793,0,0,-1
179,-112,6.764349965,-9.25,0.813509554,8.436490446,-1.143860391,0.626485473,-1,1,-1
28.66666667,-23.66666667,-12.045759,-9,0.7494739,8.2505261,-0.882121482,0.541685745,0,1,-1
9.333333333,-14.33333333,5.509241008,-4,3.630103588,0.369896412,-0.4675322,0.5114902,0,1,-1
-26,22.5,-3.867237209,-3,8.627363987,-5.627363987,-2.269834215,0.214347244,1,0,-1
145,-128.5,9.738435389,-5.5,1.451177154,4.048822846,0.127110716,0.607044272,-1,1,-1
14,6.5,-3.229622266,13,4.681296864,-17.68129686,0.051823055,0.484298952,0,0,-1
53.16666667,-21.66666667,5.277360305,-7.25,0.391175047,6.858824953,0.218620865,0.489826079,0,1,-1
-8.166666667,-0.833333333,12.77619697,-5.5,3.176210089,2.323789911,0.05180319,0.625321877,-1,0,-1
17.5,2,-27.38400068,-8,4.922460136,3.077539864,-0.048713483,0.286942166,1,0,-1
-25.16666667,8.166666667,-17.61252446,-0.75,3.473685547,-2.723685547,0.140329911,0.394410012,1,0,-1
93.33333333,-67.83333333,-14.98086534,-2,3.531026715,-1.531026715,-0.302429189,0.386724972,1,1,-1
23.16666667,-17.16666667,-9.565726274,-2.75,4.19795351,-1.44795351,0.017086494,0.435530939,0,1,-1
24.83333333,-18.83333333,-4.836895336,-2.75,4.024265733,-1.274265733,0.068882249,0.439611822,0,1,-1
-3.5,8.5,8.011325361,2.5,3.997876719,-6.497876719,-0.50094571,0.6041023,-1,0,-1
4.333333333,-2.833333333,-1.432587568,-3,5.989702327,-2.989702327,-0.994419671,0.333403405,1,0,-1
1.666666667,9.833333333,23.89809304,-11.75,3.918069186,7.831930814,-0.331685783,0.524587971,0,0,-1
-1.333333333,-22.66666667,36.91555617,9.25,1.408630412,-10.65863041,0.6279368,0.469494716,0,0,-1
1.333333333,-4.833333333,-20.06138206,-18,6.24845207,11.75154793,-0.559900906,0.411425644,0,0,-1
-2.333333333,-1.166666667,-1.335024521,-6.5,3.270478451,3.229521549,-0.192241755,0.468239466,0,0,-1
60.16666667,-36.66666667,-21.86668092,7.5,3.183925332,-10.68392533,-0.161866204,0.386256428,1,1,-1
9,-5,-1.196901668,-3.5,8.2472382,-4.7472382,-1.464842357,0.333473419,1,1,-1
-16,-0.5,-15.88263899,-14.75,6.273186847,8.476813153,-0.215422326,0.440022804,0,0,-1
25.5,-8,-1.94993297,-4,-0.104843691,4.104843691,-0.422500153,0.349360816,1,1,-1
-51,36.5,-8.915195071,-5.75,1.958866997,3.791133003,0.53341102,0.381425585,1,-1,-1
53.5,-58.5,12.80269865,-0.75,2.763277486,-2.013277486,-0.366969764,0.597911285,0,1,-1
59,-49,9.648362179,14.75,4.677899336,-19.42789934,-0.496741225,0.521992282,0,1,-1
27.66666667,-15.16666667,-9.541936899,-2.75,0.941987001,1.808012999,-0.279518874,0.457572444,0,1,-1
-29.83333333,-1.166666667,-7.824397071,-8.75,-0.620371874,9.370371874,-0.249311663,0.532748013,0,0,-1
-19.83333333,8.333333333,14.23698437,5.5,7.240186529,-12.74018653,1.171331695,0.619641946,-1,-1,-1
32.66666667,-8.166666667,-76.27913861,15.25,3.069399999,-18.3194,1.13258191,0.325593766,1,0,-1
-12.5,31.5,54.30936246,-12.75,0.87874858,11.87125142,-0.206583299,0.61182941,-1,0,-1
3,7.5,34.53661785,3.75,5.948768503,-9.698768503,0.246488892,0.689803521,-1,0,-1
-16,-10,18.13643519,6.75,4.434535786,-11.18453579,0.103170747,0.571274332,0,-1,-1
-52.33333333,45.33333333,-8.575156804,4.25,3.523911599,-7.773911599,0.370963231,0.442702828,0,-1,-1
-109,87.5,-6.539323764,4.75,2.256516798,-7.006516798,-0.557851414,0.393415365,1,-1,-1
-9.833333333,-18.66666667,-4.369252231,-2.5,3.947994558,-1.447994558,0.695710306,0.44928388,0,0,-1
22.16666667,-3.666666667,-5.284645045,1.25,4.039714175,-5.289714175,0.390052877,0.416056,0,1,-1
0.5,-7.5,31.64580117,10.5,3.591117643,-14.09111764,-2.040215591,0.570148163,0,0,-1
-27.5,26.5,61.57930653,-12.75,0.329599484,12.42040052,0.823712995,0.625659389,-1,0,-1
-19.83333333,2.333333333,17.5849833,4.75,0.064108234,-4.814108234,0.650908863,0.492661889,0,-1,-1
25.33333333,-13.83333333,-7.337667163,10.75,2.954723174,-13.70472317,-0.017865274,0.526109171,0,0,-1
-28.5,38.5,12.49552832,-0.5,4.108343603,-3.608343603,-0.611988487,0.54323987,0,-1,-1
-37.33333333,25.83333333,12.67428657,-5.5,3.390006911,2.109993089,-0.812736511,0.528381251,0,-1,-1
-17,10,-3.097829915,-2,4.631184351,-2.631184351,-0.913681464,0.285931888,1,0,-1
-6.833333333,4.333333333,16.55225764,19.75,5.872809098,-25.6228091,0.658955706,0.85825409,-1,0,-1
3,-2.5,2.01227461,1.5,4.173052305,-5.673052305,0.114738252,0.539286553,0,0,-1
-9.5,17,9.435890657,-13.5,2.140681333,11.35931867,-0.031032856,0.524374882,0,0,-1
25.5,-23,-12.46996219,-4,1.135977264,2.864022736,-0.266074658,0.317302395,1,1,-1
4.666666667,12.83333333,-6.837443397,-6.5,3.867427676,2.632572324,0.295874614,0.41832063,0,0,-1
-6,-26.5,-28.6369011,7,3.752197081,-10.75219708,0.437313526,0.313299148,1,0,-1
24.16666667,-20.16666667,-14.44254264,-7,6.040093454,0.959906546,-0.201727607,0.323835095,1,1,-1
-2,-3,15.52842082,5.75,3.494392187,-9.244392187,0.419752904,0.759151048,-1,0,-1
140.5,-100,-12.42045194,11,0.386757703,-11.3867577,-0.048752132,0.503384701,0,1,-1
2.5,-6,-5.482051993,-5,3.65870308,1.34129692,-0.571077003,0.400211575,0,0,-1
5.5,-9,-7.764468424,-4.5,9.1433702,-4.6433702,-0.654138562,0.438388421,0,0,-1
46.66666667,-5.666666667,-39.20058826,12.75,3.987755574,-16.73775557,-0.957096165,0.443885916,0,0,-1
38.66666667,-22.16666667,-9.352199426,-9.25,0.309173121,8.940826879,-1.065853796,0.452399966,0,1,-1
6.5,-24.5,-67.06885121,11.75,2.534997118,-14.28499712,-0.705931485,0.366507181,1,0,-1
-36.5,16.5,13.11594404,-3.5,0.877185884,2.622814116,-0.587242575,0.38358837,1,-1,-1
-5.5,3.5,-6.28810149,0,2.366828621,-2.366828621,-0.507418529,0.352178231,1,0,-1
9.333333333,-4.333333333,1.310887096,-2.5,5.93888007,-3.43888007,-0.499228017,0.416966363,0,1,-1
-40.5,18,45.76721994,11,4.107135746,-15.10713575,0.061567062,0.698894451,-1,-1,-1
-45.33333333,30.83333333,-2.586247784,-7.25,0.902598389,6.347401611,-0.132826649,0.413457657,0,-1,-1
-33.66666667,-63.33333333,-30.52811405,-20.75,1.826429619,18.92357038,-1.219564015,0.276448848,1,0,-1
-37,17,13.16944558,-0.5,2.635918767,-2.135918767,-0.112051513,0.606611178,-1,-1,-1
5.666666667,-1.666666667,-1.371506878,-2,6.049971088,-4.049971088,-3.16227766,0.124990217,1,1,-1
-30.16666667,25.16666667,3.190025618,15,2.738662825,-17.73866282,0.141328533,0.521106247,0,-1,-1
-10.33333333,-2.666666667,-13.40395193,-11.75,4.133635047,7.616364953,-0.852868735,0.345371615,1,0,-1
2.5,9.5,-15.21475803,-6,1.267975996,4.732024004,-0.706237637,0.422647959,0,0,-1
-14.66666667,24.66666667,0.213996514,-12,1.214669202,10.7853308,0.260346338,0.53250624,0,0,-1
14.5,-19,9.089402921,3.5,1.758272907,-5.258272907,0.596879532,0.572091016,0,0,-1
-27.33333333,35.33333333,-2.64976898,6,2.952976974,-8.952976974,1.08243645,0.453618672,0,0,-1
-34.16666667,12.16666667,-7.674363856,-7.5,5.897366971,1.602633029,-0.806448736,0.2681475,1,0,-1
-4.833333333,11.33333333,-6.280638489,-3.5,4.437504903,-0.937504903,-1.311728475,0.434965363,0,0,-1
0.666666667,-0.666666667,2.334904625,1,5.733357391,-6.733357391,1.290369442,0.550460517,0,0,-1
47.66666667,-21.16666667,26.71068175,4.25,2.082795262,-6.332795262,0.236787004,0.613602544,-1,1,-1
24.16666667,-7.666666667,-2.595020667,10.5,5.844272882,-16.34427288,0.995392346,0.540990393,0,0,-1
17,-26.5,12.10335546,1,4.233757011,-5.233757011,0.318191195,0.691717042,-1,0,-1
7,-2,2.195439366,-4,3.89765783,0.10234217,-0.562817484,0.500414681,0,1,-1
-36.33333333,15.83333333,22.41549225,4.5,4.136087886,-8.636087886,-0.146745325,0.532559498,0,-1,-1
4.166666667,22.33333333,-9.791786028,-7,2.319297017,4.680702983,-0.159956869,0.35283579,1,0,-1
30.66666667,-6.666666667,17.21934892,-6.25,3.435932518,2.814067482,-0.039771704,0.620738774,-1,0,-1
13.5,-11,16.94873947,11.75,1.354948657,-13.10494866,0.04708406,0.524349228,0,0,-1
24,-6.5,0.11259271,-12.25,5.632021199,6.617978801,-0.60101521,0.417847882,0,1,-1
-29.33333333,21.83333333,31.13225782,-13.5,4.24414913,9.25585087,-0.54988124,0.606138699,-1,-1,-1
0.666666667,-3.666666667,10.31454461,10,5.928961007,-15.92896101,1.231416013,0.723984297,-1,0,-1
17.83333333,-10.33333333,35.22319557,-6.25,2.818388889,3.431611111,-1.029213069,0.683846944,-1,1,-1
-31.66666667,31.16666667,12.7904679,-0.75,5.259165773,-4.509165773,0.461199644,0.532418957,0,-1,-1
-0.833333333,3.833333333,6.582274847,-8,4.758662696,3.241337304,-0.288348823,0.500704282,0,0,-1
34.5,-12,24.02486553,9.5,7.179559057,-16.67955906,0.63870627,0.604623179,-1,0,-1
27,1,-12.88327125,-12,2.94046012,9.05953988,-0.104267107,0.343981058,1,1,-1
-0.666666667,8.666666667,-5.191893795,-1.5,5.155669308,-3.655669308,-0.076916364,0.405592535,0,0,-1
17.83333333,-27.33333333,25.29920446,5,1.317139292,-6.317139292,0.001559678,0.628462491,-1,1,-1
-2,0,5.114832559,-3.5,3.525329979,-0.025329979,-0.041223036,0.60059693,-1,0,-1
-29.5,22,-17.44752612,15.5,2.139666083,-17.63966608,-0.698042489,0.43625624,0,-1,-1
-1.833333333,0.333333333,43.77622302,-7,5.740090973,1.259909027,-0.992583566,0.694932395,-1,0,-1
3,-6.5,4.013904148,-12,4.094224875,7.905775125,-0.080767523,0.418019036,0,0,-1
-5.666666667,0.666666667,4.410443339,0.25,4.028743843,-4.278743843,0.265904696,0.667219195,-1,-1,-1
-3.5,-3.5,21.07484049,-12,-0.242873484,12.24287348,0.280860153,0.472455023,0,0,-1
6.666666667,-6.666666667,21.58615849,-8,3.551730482,4.448269518,-0.233391371,0.597433655,0,1,-1
-3.833333333,1.833333333,-1.572799274,-5,0.618075092,4.381924908,-1.745664354,0.451865511,0,0,-1
5.166666667,1.833333333,13.32031518,-5.25,0.297472891,4.952527109,-2.233534324,0.431825527,0,0,-1
42.66666667,-24.66666667,9.568502364,8.25,1.622364591,-9.872364591,0.364273018,0.520542444,0,1,-1
-50,45,-7.988479164,9.5,1.496838604,-10.9968386,-0.73240463,0.44667891,0,-1,-1
27.83333333,-28.83333333,8.340437454,13,3.449775855,-16.44977585,-0.105087948,0.59324136,0,1,-1
-44.66666667,-7.833333333,59.65381933,-13,3.429000432,9.570999568,-0.764289017,0.663773497,-1,-1,-1
6.833333333,-3.333333333,-25.78068435,-4.25,2.629988072,1.620011928,-0.703727358,0.240204079,1,0,-1
16.83333333,-16.33333333,-4.501258678,-5.25,1.773957665,3.476042335,-1.573282958,0.310024137,1,1,-1
17,-8.5,6.360729368,-3,1.431515002,1.568484998,-0.826111867,0.491401932,0,1,-1
-10.16666667,3.166666667,4.527446644,-3,4.818495888,-1.818495888,0.842632962,0.550529851,0,-1,-1
6.666666667,-7.666666667,4.67060241,-3.75,2.836426375,0.913573625,-0.812080576,0.609394861,-1,1,-1
-14.33333333,5.833333333,10.04480821,-4.5,4.853508875,-0.353508875,0.454959074,0.534042387,0,-1,-1
-2.666666667,-0.333333333,2.424725893,-2,6.785228489,-4.785228489,-1.962415685,0.437805042,0,0,-1
10.33333333,-1.333333333,-6.477825626,-1.25,4.943263125,-3.693263125,0.70112964,0.353091521,1,1,-1
66.5,-40.5,5.495913416,4,2.447077165,-6.447077165,0.888191943,0.516013427,0,1,-1
8,-2,17.22470945,-7.5,3.551236469,3.948763531,-0.149896106,0.548056646,0,0,-1
-42.33333333,49.33333333,30.02754629,5,12.28829559,-17.28829559,-0.211813374,0.585313264,0,-1,-1
2.666666667,-4.166666667,32.17023514,10.75,5.736976202,-16.4869762,0.437368587,0.746007507,-1,0,-1
1.333333333,1.666666667,12.12825129,-0.5,3.289876519,-2.789876519,0.671239432,0.630151209,-1,0,-1
9.666666667,-36.66666667,19.65612192,19,4.755535171,-23.75553517,0.624154226,0.58748169,0,0,-1
-2.333333333,4.833333333,-27.55999417,-2.25,3.9654073,-1.7154073,1.639471481,0.223460897,1,0,-1
-7,2.5,2.540581789,-2.25,2.713402888,-0.463402888,-0.423372352,0.538910782,0,0,-1
-6.333333333,-10.16666667,-7.577640472,6.5,2.190336017,-8.690336017,0.43533794,0.38291281,1,0,-1
-76,79.5,-6.792701148,14.5,5.893279588,-20.39327959,-0.762101234,0.510748521,0,-1,-1
-6.666666667,2.166666667,8.465727135,-2.5,4.321585559,-1.821585559,0.241169885,0.571818395,0,-1,-1
-111,90,-23.17885585,5,1.868336065,-6.868336065,-0.628066734,0.364034791,1,-1,-1
-20.16666667,15.66666667,0.037890963,-0.25,0.031900983,0.218099017,-0.500844272,0.371932259,1,-1,-1
-124.3333333,94.33333333,-1.763086944,4.75,4.375556846,-9.125556846,-1.016600249,0.550772136,0,-1,-1
20.16666667,13.33333333,-14.86406887,4,1.763107197,-5.763107197,-0.353312054,0.582610746,0,0,-1
-25.66666667,7.166666667,5.752971473,-8,1.033818093,6.966181907,0.102961933,0.58072584,0,0,-1
12.33333333,-10.83333333,0.327188229,-2,2.971194886,-0.971194886,0.065097813,0.428741881,0,1,-1
-13.33333333,26.83333333,-31.1997373,-9.25,3.410447015,5.839552985,-0.96876525,0.274394474,1,0,-1
-20.66666667,-0.833333333,-7.576527716,-2,4.091743841,-2.091743841,-0.323531244,0.481868006,0,0,-1
13.66666667,-26.66666667,-22.5819123,4,3.996202248,-7.996202248,0.38351261,0.540768487,0,0,-1
123.1666667,-110.1666667,7.549211321,1,1.116429563,-2.116429563,-0.150275752,0.535407213,0,1,-1
36,4,-2.921508898,-2.75,2.003350502,0.746649498,0.714335522,0.518347664,0,1,-1
-45.33333333,41.83333333,39.57511119,-1.25,2.392956893,-1.142956893,0.976955326,0.662589098,-1,0,-1
43.66666667,-53.16666667,27.23184267,9.5,4.448839923,-13.94883992,0.312164449,0.620617016,-1,0,-1
24.5,-1,-0.623577339,-1.5,4.297501043,-2.797501043,-1.40625,0.421297122,0,1,-1
16.16666667,10.33333333,-88.75512979,-6,-0.37602785,6.37602785,-0.057326409,0.225646662,1,1,-1
27,19,28.62806164,3.5,3.18860508,-6.68860508,-0.559823455,0.686360082,-1,0,-1
-6.666666667,7.166666667,-3.353159361,-1.5,1.949672739,-0.449672739,-0.21065824,0.554614037,0,0,-1
-20.83333333,3.833333333,23.78909169,-15,6.822168993,8.177831007,-0.61691317,0.553574871,0,0,-1
22.66666667,-17.16666667,4.84269372,-3.25,2.50941198,0.74058802,-0.908315339,0.621443184,-1,1,-1
1.666666667,3.333333333,13.29803245,3.75,3.689353022,-7.439353022,0.998090239,0.724444347,-1,0,-1
54.16666667,-30.66666667,35.64489161,-23.75,5.361395614,18.38860439,0.289198624,0.506527012,0,1,-1
22.5,-7.5,-6.114033423,-3.25,4.538929411,-1.288929411,-0.352625566,0.333487041,1,1,-1
-49,29,52.8436045,23.5,3.710357814,-27.21035781,0.252331783,0.664163618,-1,0,-1
22.5,-10,5.819307813,5,3.733488289,-8.733488289,0.29643668,0.549671241,0,1,-1
45.33333333,-22.33333333,29.05353968,2.5,4.859811786,-7.359811786,0.744670716,0.595263886,0,1,-1
-11.16666667,13.16666667,-63.03286369,1.5,0.41503813,-1.91503813,0.372427706,0.257990379,1,-1,-1
-14.33333333,-45.66666667,-5.58717881,-4.5,2.525649757,1.974350243,-0.447969687,0.362064683,1,0,-1
32.5,-14.5,-8.664808442,-2.25,1.396310181,0.853689819,0.104488978,0.513556311,0,1,-1
14.83333333,-7.833333333,-4.934432057,-3.5,3.945109876,-0.445109876,-1.718199857,0.296423658,1,1,-1
4.666666667,-3.166666667,6.40094125,1,4.024266788,-5.024266788,-0.647683806,0.519203293,0,0,-1
10.16666667,-0.666666667,-5.640462968,-7.5,7.798275186,-0.298275186,-1.640796999,0.264680612,1,0,-1
5.833333333,7.666666667,-7.059780575,0.25,5.029316828,-5.279316828,-0.323021136,0.333787497,1,0,-1
-8.833333333,1.333333333,-2.520757752,-1.5,1.451752223,0.048247777,0.014486834,0.412006308,0,0,-1
12.5,-5,-7.344899391,-9,5.395623414,3.604376586,-0.044951245,0.363743394,1,0,-1
-3,1,-1.450719118,-1.5,4.883993362,-3.383993362,-1.387637438,0.416832847,0,0,-1
-175.8333333,98.33333333,147.4628875,-2.5,0.349384749,2.150615251,1.153342575,0.589827237,0,-1,-1
-3.5,7,27.03303792,3.75,3.749055981,-7.499055981,-1.236263924,0.814637351,-1,0,-1
-0.333333333,-0.166666667,3.221830083,-2,3.353810999,-1.353810999,-1.48657416,0.524152459,0,0,-1
-72,30,-6.078586595,-7.25,1.071165957,6.178834043,-0.925913999,0.403394546,0,-1,-1
-18.16666667,2.666666667,17.70544635,9.5,2.223588691,-11.72358869,0.70602808,0.53090903,0,-1,-1
33.33333333,-18.33333333,25.60458068,5.25,3.885726938,-9.135726938,-0.145257712,0.797631596,-1,0,-1
8,-7.5,9.00806125,3.25,1.878449688,-5.128449688,1.356765591,0.622082015,-1,0,-1
2.833333333,-13.33333333,-5.468220019,-5,9.346902867,-4.346902867,-1.55541053,0.333256138,1,0,-1
-17,16,1.968108714,-5.25,2.25097181,2.99902819,0.233201481,0.392750145,1,-1,-1
0.166666667,-4.666666667,10.15558191,-0.25,-0.713292418,0.963292418,-0.745620957,0.447687223,0,0,-1
15.66666667,-5.166666667,-6.751368478,-3.25,3.00422256,0.24577744,0.396205321,0.393519436,1,1,-1
11.66666667,-3.666666667,-15.60129014,-4.25,-0.303055191,4.553055191,-0.471279518,0.406002032,0,1,-1
31.66666667,-2.166666667,4.1156389,0,5.703491122,-5.703491122,0.611944476,0.561382676,0,1,-1
57.5,-36.5,55.64620294,4.5,3.824208928,-8.324208928,-1.51087794,0.746449949,-1,0,-1
14.66666667,-17.16666667,-3.434974858,-2.75,4.767893177,-2.017893177,-0.219324544,0.396138156,1,1,-1
5.166666667,2.833333333,-3.412779372,-5.5,2.3983847,3.1016153,0.584412727,0.346300647,1,0,-1
1.833333333,-1.333333333,8.828684197,-0.5,4.147127881,-3.647127881,0.044537668,0.750774767,-1,0,-1
1.666666667,3.333333333,-2.627977395,0,4.203758043,-4.203758043,0.568469136,0.500336142,0,0,-1
-31.5,22.5,-8.154504095,-7.75,5.657748511,2.092251489,-0.823033258,0.389106133,1,0,-1
6.333333333,0.666666667,1.642249316,-2,4.958109555,-2.958109555,-0.258636028,0.55218483,0,1,-1
4.666666667,-13.16666667,22.41899102,2.75,1.480745535,-4.230745535,-0.064660025,0.551812863,0,0,-1
7.5,1.5,3.508711757,0.25,4.683608737,-4.933608737,0.668216112,0.588668478,0,1,-1
-5.666666667,10.66666667,12.01119403,-2.25,4.647999559,-2.397999559,0.089762323,0.661094958,-1,0,-1
-6.833333333,5.333333333,4.281988204,3,1.558010148,-4.558010148,0.99576886,0.477798798,0,-1,-1
-20.33333333,9.333333333,19.62400104,19.5,4.482729067,-23.98272907,1.050961305,0.702228098,-1,0,-1
6,-1.5,-5.062741496,-9.5,4.609582587,4.890417413,-1.1944964,0.392205058,1,0,-1
11.33333333,-7.333333333,-9.781145207,-8.75,1.525628463,7.224371537,-0.896788066,0.350376824,1,1,-1
-20.83333333,8.333333333,43.92163028,-5.25,4.270471248,0.979528752,-0.754577147,0.642131886,-1,0,-1
3.166666667,-0.166666667,-3.977993213,-3.5,5.986180855,-2.486180855,-0.830889408,0.269321155,1,0,-1
-94,58,-44.39306445,24.25,-2.038220188,-22.21177981,-0.406600176,0.537953511,0,-1,-1
-1.833333333,5.833333333,12.69702138,1.5,4.369822913,-5.869822913,-0.779638812,0.636605957,-1,0,-1
18.33333333,-9.333333333,1.333932646,-7,3.823676465,3.176323535,1.64039014,0.478871598,0,1,-1
-15.5,24,12.45189775,0.5,4.901561093,-5.401561093,-0.644919489,0.632346447,-1,-1,-1
-6,1,17.48881135,0.5,3.231658659,-3.731658659,0.311440457,0.679114833,-1,-1,-1
-22.5,20.5,0.575323103,2,2.09757556,-4.09757556,-0.095683193,0.563304907,0,-1,-1
-9.833333333,-9.166666667,-6.204033253,-6,4.472174924,1.527825076,-0.215405232,0.381067381,1,0,-1
10.33333333,-9.333333333,4.685252057,-0.75,1.702275466,-0.952275466,-0.265849413,0.524330109,0,1,-1
-2.166666667,-0.833333333,7.944526086,4,4.419594422,-8.419594422,1.086100833,0.689483039,-1,0,-1
-23.33333333,10.83333333,8.782403442,2.25,-0.541735205,-1.708264795,0.011346631,0.508664797,0,-1,-1
2.5,-1,2.402602332,-6.25,2.843667196,3.406332804,0.022180679,0.559241495,0,0,-1
30,9.5,30.58869944,-4.25,5.576635803,-1.326635803,0.471781813,0.659284132,-1,1,-1
11.16666667,-2.166666667,-3.55485434,-3.5,3.99213201,-0.49213201,0.058898583,0.453530595,0,1,-1
-1.666666667,-1.333333333,4.777619451,-7.25,2.910371718,4.339628282,0.281563162,0.500653397,0,0,-1
71.66666667,-56.16666667,6.996662531,3.5,6.291689905,-9.791689905,0.872343649,0.659047911,-1,1,-1
23.83333333,-10.83333333,34.00867271,5.5,6.036736148,-11.53673615,0.24537149,0.707165885,-1,0,-1
-10.83333333,3.833333333,10.82956134,-6.25,0.761183851,5.488816149,-0.692233529,0.493204529,0,0,-1
16.16666667,6.833333333,-2.294329953,-0.5,1.273382075,-0.773382075,0.249102366,0.619479054,-1,1,-1
-12.33333333,5.333333333,14.00177641,-3,-0.233921424,3.233921424,-0.915585364,0.529069883,0,-1,-1
20.66666667,-20.16666667,-37.20465827,-20.25,7.407782987,12.84221701,-0.543423455,0.190082226,1,0,-1
-3.833333333,-0.166666667,22.33065689,0.5,-4.009701241,3.509701241,0.424349743,0.602912027,-1,0,-1
-17,8.5,6.256264693,4.5,4.379575002,-8.879575002,-0.006903102,0.534655391,0,-1,-1
-38.66666667,36.16666667,-25.94277311,-12.25,3.804105704,8.445894296,-0.660096857,0.313739232,1,0,-1
35,-26,-16.00234564,-4.25,5.632617783,-1.382617783,-0.142291339,0.258650327,1,1,-1
-1,-2.5,3.078232491,-1.5,4.189852627,-2.689852627,-0.153182395,0.518799124,0,0,-1
7.166666667,-4.166666667,6.396532282,0,1.872701025,-1.872701025,-0.312517762,0.534964316,0,1,-1
45.66666667,-31.16666667,-19.30636689,-9.25,7.210663966,2.039336034,-0.683383367,0.321473564,1,1,-1
-91.5,38.5,-13.41516238,4.5,1.848414076,-6.348414076,-0.084815434,0.434156659,0,-1,-1
4.666666667,0.833333333,-4.018192795,-2,4.856466264,-2.856466264,-0.07783302,0.418800665,0,0,-1
27.16666667,-2.166666667,-17.69642346,-7.25,4.256081391,2.993918609,-0.412711765,0.281519375,1,1,-1
12.66666667,1.833333333,-46.22498651,11,1.16476524,-12.16476524,0.128388919,0.359400726,1,0,-1
12.5,-10.5,-38.51940098,0.75,2.49601899,-3.24601899,-0.579017262,0.256657558,1,1,-1
-14.5,7.5,-9.873217512,2.5,4.1874667,-6.6874667,-0.144235018,0.471743951,0,0,-1
42.33333333,-17.83333333,-13.48569859,-9,3.723232719,5.276767281,-0.613741844,0.352540606,1,1,-1
10.66666667,-8.666666667,-1.794635324,-3,2.091840874,0.908159126,-1.563485575,0.333491042,1,1,-1
-5.5,12.5,-6.471467871,1.75,2.832908457,-4.582908457,0.771346673,0.364090433,1,0,-1
0.333333333,11.66666667,-15.70577904,-6.25,-0.612650188,6.862650188,-1.323744137,0.409324486,0,0,-1
-44.16666667,-3.333333333,-22.8662431,-7,3.723573762,3.276426238,2.894865868,0.45968882,0,0,-1
1.666666667,-5.166666667,17.63870786,-0.75,6.472927347,-5.722927347,-0.050023757,0.699218247,-1,0,-1
3.833333333,4.666666667,-25.46757508,-3.25,0.806971057,2.443028943,-0.71125664,0.262660398,1,0,-1
24.16666667,-16.66666667,-0.867571071,-3.25,0.991561167,2.258438833,0.054378947,0.532896724,0,1,-1
-30.5,23.5,-3.59527021,-4,2.663432598,1.336567402,-0.233098345,0.377175897,1,-1,-1
61.66666667,16.33333333,18.73818068,10.25,5.590014451,-15.84001445,1.219297348,0.664035148,-1,1,-1
29.33333333,-20.83333333,-11.34370589,-4.5,4.288139856,0.211860144,0.478736654,0.402511209,0,1,-1
-7,12.5,-14.70994514,-2.25,2.111762572,0.138237428,-0.458177284,0.415042654,0,-1,-1
-66.83333333,51.33333333,14.71474175,-5.5,3.150224579,2.349775421,0.09507911,0.65436829,-1,-1,-1
0.833333333,1.166666667,3.87831667,-7.25,4.002433077,3.247566923,0.305384221,0.489143876,0,0,-1
-22.83333333,8.333333333,-31.50927809,-12,-1.847714157,13.84771416,-0.558676474,0.511487878,0,0,-1
-22.5,12,2.70347659,-0.25,4.036039956,-3.786039956,-0.59627347,0.50646805,0,-1,-1
-11,10.5,-1.438230984,7.25,3.958685436,-11.20868544,1.158946196,0.517815105,0,-1,-1
-40.16666667,15.16666667,-30.00161751,-9.75,-1.08107817,10.83107817,-0.37724717,0.551796778,0,0,-1
