0,1,2,3,4,5,6,7,8,9,10,11,12
56.16666667,-62.66666667,6.43265439,0.965891856,0.533333333,1,0.082065179,-1.082065179,0.535936867,0.737394829,-1,1,-1
259.6666667,-135.6666667,28.49259059,3.263046514,1,62.5,12.61208397,-75.11208397,3.154197861,0.95647475,-1,0,-1
-80,17,140.1701811,0.914283026,0.066666667,0,0,0,0,0.974873559,-1,-1,-1
-40.33333333,0.333333333,106.9390548,0.843863057,0.066666667,-15,1.046111568,13.95388843,-1.842598213,0.76843518,-1,0,-1
-7.833333333,0.833333333,77.22403259,0.804380168,0.066666667,-12,1.114559309,10.88544069,-0.0624848,0.316805404,1,0,-1
-41.5,21.5,51.60094718,0.835193598,0.466666667,8,0.978793186,-8.978793186,0.653860342,0.42543004,0,-1,-1
-15.83333333,-6.666666667,38.60131178,0.856579235,0.733333333,-6,0.380906843,5.619093157,0.012174601,0.392971744,1,-1,-1
1.833333333,-14.83333333,34.31408196,0.824716521,0.466666667,-5,0.061133871,4.938866129,0.1361516,0.374690046,1,0,-1
10.66666667,-20.66666667,29.96580696,0.789705068,0.266666667,-7.75,0.289674463,7.460325537,0.333316672,0.367338913,1,1,-1
-8.833333333,6.333333333,13.79411835,1.035159261,1,6,0.617141731,-6.617141731,0.541876189,0.538068763,0,0,-1
15.66666667,-25.66666667,13.40223583,0.975963308,0.666666667,1,-1.866101818,0.866101818,-0.608022168,0.411930517,0,0,-1
41.66666667,-49.66666667,10.22919114,0.838367117,0.333333333,-3,-4.157477593,7.157477593,0.070836619,0.470154731,0,1,-1
60.5,-52,7.12293096,0.722363717,0.066666667,-3.25,2.337048674,0.912951326,-0.481862095,0.510852427,0,1,-1
-28.5,14,22.47130044,1.561875916,0.866666667,19.75,5.911348524,-25.66134852,0.629199092,0.770562814,-1,0,-1
-18.66666667,8.666666667,26.86694981,1.073491575,0.466666667,-2.5,4.704012525,-2.204012525,-0.944703664,0.68789753,-1,0,-1
-5.5,-9.5,23.36628243,0.925925834,0.133333333,-2.5,3.478072226,-0.978072226,1.311627062,0.671619985,-1,-1,-1
-9.833333333,0.833333333,12.78363644,1.010191313,0.933333333,3,-0.866052589,-2.133947411,-0.360373947,0.50878332,0,-1,-1
-3.166666667,-4.333333333,11.3182247,0.921052868,0.533333333,-1.75,-3.678800456,5.428800456,-0.696872039,0.492694913,0,0,-1
-0.166666667,-0.333333333,5.51675547,0.980927312,0.733333333,3,1.182753147,-4.182753147,1.902754154,0.605109611,-1,0,-1
-23,10,8.212420702,1.112210547,0.866666667,1.5,3.984857123,-5.484857123,-0.330978456,0.581759823,0,-1,-1
-21,15.5,6.905221962,0.926607377,0.333333333,-1.25,7.101538737,-5.851538737,-1.00E-16,0.561531542,0,-1,-1
-55.66666667,0.666666667,0.711788068,0.43411654,0.066666667,-1,2.205624453,-1.205624453,-0.763675324,0.487552828,0,-1,-1
-3.333333333,-5.666666667,-9.958443864,3.955022844,0.933333333,-22,5.237910435,16.76208957,-1.942477025,0.326851275,1,0,-1
-23.66666667,5.666666667,-16.20314439,0.892422001,0.466666667,8,3.297085758,-11.29708576,1.566352883,0.402644758,0,-1,-1
1.166666667,-2.666666667,-14.36147724,0.96068563,0.466666667,-6.75,2.533630041,4.216369959,1.134286834,0.350695587,1,0,-1
-4.166666667,3.166666667,-12.03391859,0.862133646,0.133333333,5,1.257352867,-6.257352867,0.724948295,0.37097564,1,-1,-1
-8.166666667,-3.333333333,-7.513837774,0.774145139,0.066666667,3.5,0.320832992,-3.820832992,-0.580616234,0.55838202,0,-1,-1
3.333333333,-4.333333333,-7.732106526,0.870037426,0.466666667,-1.25,0.756749181,0.493250819,-0.369942154,0.528014899,0,1,-1
1.333333333,-3.833333333,-4.152631797,1.05168713,0.866666667,-0.5,0.01274189,0.48725811,-0.223450529,0.467086392,0,0,-1
23.16666667,-18.66666667,5.682139052,1.775156853,0.866666667,7.25,6.315600365,-13.56560036,1.963459847,0.77757667,-1,0,-1
-19.83333333,-3.166666667,20.27409968,1.351010659,0.533333333,8.5,4.901326904,-13.4013269,0.205124513,0.783509981,-1,0,-1
43.5,-44.5,13.87736009,1.005185119,0.866666667,1.5,-3.479310846,1.979310846,0.045,0.540903067,0,1,-1
26.83333333,-20.33333333,19.40005676,1.338487777,1,16,10.8762102,-26.8762102,1.874691646,0.848824005,-1,0,-1
-1,-19,30.23479227,1.255488908,0.8,10.75,6.564560922,-17.31456092,0.33378541,0.839427259,-1,0,-1
21.16666667,-26.66666667,33.5939496,1.152600281,0.533333333,9.5,5.401046403,-14.9010464,-0.436028763,0.768361453,-1,0,-1
18,-15,32.10007971,0.990412542,0.266666667,-1.5,4.480369315,-2.980369315,0.262052592,0.7284067,-1,0,-1
-28.5,7.5,35.72087817,1.093418287,0.533333333,15,4.296113679,-19.29611368,1.060213514,0.778675346,-1,-1,-1
-10,5,35.84500701,1.069928717,0.533333333,11.5,5.443285947,-16.94328595,0.603594441,0.729663007,-1,0,-1
-18.16666667,-6.833333333,32.01752999,0.973075359,0.266666667,6,8.504902363,-14.50490236,-0.27183449,0.652196386,-1,-1,-1
12.66666667,-16.16666667,27.32634167,0.892700791,0.066666667,-2.5,3.985620798,-1.485620798,0.968573751,0.606742813,-1,1,-1
32.83333333,-30.33333333,19.4849871,0.850392572,0.266666667,1,1.276510208,-2.276510208,0.791214363,0.553452778,0,1,-1
37.5,-37.5,17.34881965,1.05098637,1,10.75,0.2134825,-10.9634825,0.912428983,0.602941853,-1,0,-1
41.33333333,-28.83333333,18.6236044,1.069071034,1,4,-0.484980846,-3.515019154,0.085979005,0.517523221,0,0,-1
19.66666667,-15.16666667,23.73830251,1.167668956,1,11.25,4.877100789,-16.12710079,0.905411327,0.649061293,-1,0,-1
-36.5,11,33.52333191,1.074495501,0.4,6.25,5.95009113,-12.20009113,0.159840822,0.770259809,-1,-1,-1
-100.6666667,50.16666667,23.29773389,0.990381344,0.533333333,4,0.582166641,-4.582166641,-0.160253651,0.693663596,-1,-1,-1
-93.83333333,30.33333333,21.63794879,0.933151006,0.333333333,-2.25,0.503957598,1.746042402,0.025349893,0.627721177,-1,-1,-1
-78.83333333,16.83333333,18.29608924,0.829292374,0.066666667,-7.5,1.109678423,6.390321577,-0.030738335,0.517802512,0,-1,-1
-33,7,4.470442907,0.289579108,0.066666667,-27.25,3.303005261,23.94699474,-1.388055496,0.448351973,0,0,-1
-17.5,-12,-14.28201728,1.396589197,0.866666667,8.5,2.999124427,-11.49912443,0.871301397,0.33776109,1,0,-1
1.5,-14,-16.41181774,1.285282741,0.8,0.25,2.99046903,-3.24046903,1.347998977,0.323039819,1,0,-1
-4.5,0,-15.00689556,0.803589836,0.2,5.5,0.61860471,-6.11860471,-0.257060046,0.348172601,1,0,-1
-4.666666667,-4.333333333,-11.8178809,0.82105308,0.133333333,-0.75,2.802886968,-2.052886968,-0.950838894,0.408115007,0,0,-1
13.5,-14,-9.048903558,0.870354138,0.6,-2.25,1.529796131,0.720203869,-0.056465252,0.51326423,0,1,-1
6,-4.5,-6.626618519,0.775856981,0.066666667,4,0.288780736,-4.288780736,-0.122730319,0.550631307,0,0,-1
-20.83333333,12.33333333,3.782996562,1.349190805,0.8,0.75,2.475786003,-3.225786003,-1.660730996,0.586566741,0,-1,-1
-21.83333333,8.333333333,1.802205522,0.975657261,0.666666667,0.75,0.055886328,-0.805886328,-1.184906636,0.607895235,-1,-1,-1
-13.83333333,0.833333333,0.04624529,0.034689989,0.266666667,-4.25,3.232519689,1.017480311,-0.190247103,0.519087055,0,0,-1
-1.666666667,-5.333333333,-5.351594665,1.827687353,0.8,-4,4.414321875,-0.414321875,-0.384534316,0.407831419,0,0,-1
6.166666667,-15.16666667,-3.781538988,0.681410304,0.266666667,3,2.144891887,-5.144891887,-0.352625566,0.500451961,0,0,-1
-21.83333333,6.833333333,5.872009235,1.722298817,0.866666667,4,3.531095213,-7.531095213,-0.041473732,0.75672571,-1,-1,-1
-13,3,5.898061326,1.342468457,0.8,1,3.37014947,-4.37014947,-0.014424444,0.648927583,-1,-1,-1
6.166666667,-7.666666667,1.353843475,0.596570347,0.4,0.5,2.042710246,-2.542710246,1.091510898,0.571933284,0,1,-1
11.33333333,-16.83333333,3.082051628,2.343063771,0.866666667,3.5,3.715829106,-7.215829106,0.383774329,0.472687339,0,0,-1
-9.666666667,-12.33333333,10.93191009,1.691574635,0.8,12.75,5.542574502,-18.2925745,1.285833362,0.730355739,-1,0,-1
2.333333333,-20.33333333,12.22596952,1.484197544,0.533333333,9,4.870128447,-13.87012845,0.685525037,0.703872882,-1,0,-1
17,-26.5,12.10335546,1.228367483,0.466666667,1,4.233757011,-5.233757011,0.318191195,0.691717042,-1,0,-1
-16.83333333,4.333333333,18.8048733,1.036853077,0.266666667,1.25,5.352064751,-6.602064751,-0.054215568,0.628879639,-1,-1,-1
-10.83333333,2.333333333,13.58854572,0.898484359,0.2,2.5,3.845439467,-6.345439467,0.317279958,0.696035918,-1,-1,-1
-3,-1.5,8.102494367,0.865544461,0.4,1.5,1.179591532,-2.679591532,0.029028634,0.529978604,0,0,-1
-16.5,-11.5,10.7894956,3.200346591,1,26.5,9.717721369,-36.21772137,2.900350458,0.767304534,-1,0,-1
-40.5,8.5,30.3057885,1.096326478,0.4,8,3.821544899,-11.8215449,1.433419978,0.723791982,-1,-1,-1
-33.16666667,1.166666667,31.27423653,1.088835622,0.333333333,9,3.52923097,-12.52923097,0.88924133,0.699554,-1,-1,-1
-19.5,-6.5,30.48000936,1.036709915,0.133333333,5.5,2.81898131,-8.31898131,0.50124944,0.67394281,-1,-1,-1
4.5,-16.5,16.86949964,0.919390775,0.466666667,4.75,1.90802148,-6.65802148,0.691285695,0.491968625,0,0,-1
15.5,-19.5,16.0409575,0.926499747,0.533333333,4.5,1.641369487,-6.141369487,0.69585553,0.571058967,0,1,-1
-28,8,16.79879976,1.251959622,1,11.25,-0.412907936,-10.83709206,1.18337253,0.537251229,0,-1,-1
-21.83333333,1.333333333,18.41344072,1.149498495,0.866666667,4.25,4.390694647,-8.640694647,0.250930176,0.577553909,0,-1,-1
2.333333333,-0.833333333,14.90963253,0.89178669,0.333333333,-9.5,5.724911735,3.775088265,0.184184182,0.610937565,-1,0,-1
19.33333333,-36.33333333,12.7428873,0.989632957,0.666666667,5,4.414859981,-9.414859981,-0.256765578,0.575882604,0,0,-1
45.83333333,-57.33333333,10.94559651,0.89627894,0.266666667,-1.5,2.849563534,-1.349563534,-0.438810629,0.590979413,0,1,-1
63.83333333,-65.33333333,9.169078723,0.799602252,0.066666667,-4.5,2.504152615,1.995847385,-0.471892207,0.551125451,0,1,-1
-25,-4.5,22.74550915,1.972361989,1,32.75,6.477955593,-39.22795559,1.369487844,0.666072373,-1,0,-1
-0.333333333,-6.166666667,26.23934773,1.65371026,0.866666667,25,6.05756412,-31.05756412,0.752008264,0.634674461,-1,0,-1
-115.3333333,89.33333333,33.61905073,1.03413208,0.2,3,3.725031667,-6.725031667,-0.318721081,0.698797783,-1,-1,-1
-214,146.5,23.96514928,0.927574043,0.333333333,9.75,1.085477387,-10.83547739,-0.79172763,0.712097204,-1,-1,-1
-232.1666667,125.1666667,19.75820588,0.86576471,0.2,-1.75,1.933615764,-0.183615764,-0.049429109,0.643565658,-1,-1,-1
-225.1666667,114.1666667,16.24645472,0.770278402,0.066666667,-9,2.200346192,6.799653808,0.133417306,0.582979534,0,-1,-1
-138.3333333,53.33333333,-10.03601245,-1.121798391,0.066666667,-47.5,4.833667069,42.66633293,-1.982627702,0.39268133,1,0,-1
-147.5,0,-22.21019777,3.088833362,1,-16.75,3.819471599,12.9305284,-0.720052245,0.357334674,1,0,-1
-15.83333333,-27.16666667,-36.96579993,2.072895246,0.933333333,-13.25,4.107462334,9.142537666,-0.555351684,0.286638549,1,0,-1
6.166666667,-25.66666667,-62.67074434,1.613228251,0.8,-51.75,3.989990599,47.7600094,-0.149475616,0.321135154,1,0,-1
17.16666667,-8.166666667,-77.3137379,1.047407638,0.533333333,6.5,3.279445447,-9.779445447,0.652026886,0.330217192,1,0,-1
-8.5,-15.5,-71.00953359,0.93285075,0.4,14,2.845810543,-16.84581054,1.445705898,0.374942093,1,0,-1
6.5,-24.5,-67.06885121,0.905225854,0.333333333,11.75,2.534997118,-14.28499712,-0.705931485,0.366507181,1,0,-1
19.5,-28.5,-60.80164811,0.895266609,0.2,2.75,2.538207221,-5.288207221,-0.990265451,0.352578512,1,0,-1
16.5,-26.5,-37.88113132,0.786983594,0.066666667,11.5,1.631256379,-13.13125638,-0.920846008,0.424357468,0,0,-1
28.5,-29,-34.08989584,0.785739678,0.066666667,5.75,1.281311602,-7.031311602,-0.896846575,0.430338437,0,0,-1
-24.66666667,23.66666667,-0.75526161,0.111782831,0.066666667,4.25,1.360790374,-5.610790374,-0.31637936,0.596621172,0,-1,-1
-43,8,3.331790639,17.91761628,1,1,1.479776445,-2.479776445,-1.030957758,0.648138109,-1,-1,-1
-30.66666667,1.166666667,3.549489463,2.463510615,0.933333333,1.5,1.563124689,-3.063124689,-0.131275769,0.732856288,-1,-1,-1
-13.5,1.5,0.142477919,0.074292692,0.133333333,-10.75,1.176795787,9.573204213,-1.032412947,0.583608022,0,0,-1
-17.66666667,4.666666667,-3.866132464,0.89116738,0.666666667,9.75,1.169636525,-10.91963653,-0.240904397,0.557937802,0,-1,-1
-14.66666667,9.666666667,-5.364173136,1.117809154,0.6,-3.25,4.543952256,-1.293952256,-1.688217112,0.505658483,0,-1,-1
-29.33333333,18.33333333,-5.710479954,0.91535512,0.333333333,2,2.5902029,-4.5902029,-0.259454754,0.424419903,0,-1,-1
-17.66666667,17.66666667,-5.953619526,0.955304757,0.4,0.75,2.50366922,-3.25366922,0.445665215,0.416270643,0,-1,-1
-27.33333333,7.833333333,-5.201854449,0.875109084,0.066666667,2,7.650856034,-9.650856034,-0.483340216,0.413239467,0,-1,-1
-8,-4,-6.118711238,1.013684184,0.466666667,0,7.98445989,-7.98445989,-0.098477254,0.405081845,0,0,-1
-5.166666667,-17.33333333,-8.345043708,1.165600629,0.733333333,-4.5,8.490293848,-3.990293848,-0.032821879,0.532521541,0,0,-1
2.166666667,-11.16666667,-4.025679668,0.473535351,0.066666667,7.5,4.732620707,-12.23262071,0.158485001,0.506712276,0,0,-1
9.5,-14.5,-1.475873337,0.315497047,0.066666667,2,3.795286493,-5.795286493,-0.366688832,0.500995052,0,0,-1
-2.333333333,-8.666666667,8.520771569,1.305523794,0.666666667,1,2.306723492,-3.306723492,-0.319193813,0.740297044,-1,0,-1
-16,1.5,8.202435415,0.925361655,0.2,0.5,5.658976656,-6.158976656,0.829367494,0.563029399,0,-1,-1
-6,-1.5,7.128824929,0.856983196,0.066666667,-0.5,5.372506782,-4.872506782,0.127279221,0.500596588,0,0,-1
1.833333333,-10.33333333,2.365222791,0.570189387,0.2,0.25,3.129671872,-3.379671872,-0.650037065,0.524339277,0,0,-1
-28.5,7.5,3.736355428,2.288465469,0.866666667,5.75,1.425982271,-7.175982271,0.189179158,0.540342706,0,-1,-1
-21.16666667,3.666666667,4.114799825,1.771734629,0.8,5,3.570209669,-8.570209669,-0.260327572,0.519691539,0,-1,-1
-15.83333333,7.333333333,-0.422837054,-2.40257708,0.2,2,3.860251453,-5.860251453,0.619487399,0.520538908,0,-1,-1
-23.66666667,7.666666667,-1.696387802,0.781759011,0.466666667,2,3.538744483,-5.538744483,-0.788920789,0.509067867,0,-1,-1
-18,8.5,-3.367512299,1.395724231,0.733333333,-4.25,2.621124949,1.628875051,-0.403431397,0.426741325,0,-1,-1
-29.5,17.5,-6.149156828,0.992585352,0.333333333,4.25,4.169378574,-8.419378574,0.181340283,0.355701309,1,-1,-1
-24,21,-6.737623958,1.033302454,0.333333333,1.25,4.195504109,-5.445504109,0.665119099,0.355496545,1,-1,-1
-39.16666667,21.66666667,-7.76555472,0.972537636,0.2,2.5,4.384577706,-6.884577706,-0.098648073,0.446751338,0,-1,-1
-26,17.5,-8.34677688,1.004828539,0.333333333,2,4.382379682,-6.382379682,0,0.382921989,1,0,-1
1.166666667,-19.16666667,-12.29027483,1.131664295,0.6,-2.25,6.549152257,-4.299152257,0.018283764,0.347110447,1,0,-1
24.5,-33.5,-15.37146642,1.216610779,1,-8.25,6.736546534,1.513453466,-0.131773582,0.302911534,1,1,-1
-2.833333333,-5.166666667,2.922486012,-3.608148284,0.066666667,3,3.135786321,-6.135786321,-0.248267677,0.589362003,0,0,-1
-13,-0.5,7.088461807,1.397301317,0.866666667,5.25,1.391468317,-6.641468317,-0.139848849,0.754896888,-1,-1,-1
1,-13.5,5.844096539,0.980440164,0.4,-0.75,1.239756522,-0.489756522,0.759787576,0.613575149,-1,0,-1
2.833333333,-4.833333333,4.785596608,1.202598351,0.666666667,5.5,3.685272078,-9.185272078,0.366049964,0.509101444,0,0,-1
-42,20,10.73162331,1.264858724,0.8,3.5,6.164701548,-9.664701548,0.259160142,0.603611782,-1,-1,-1
-30.5,18,9.859831449,1.058010439,0.533333333,-2.25,5.389251528,-3.139251528,0.069664432,0.523692854,0,-1,-1
-22.5,8.5,3.658685675,0.573376001,0.066666667,-2.75,4.383059229,-1.633059229,0.044996384,0.526087157,0,0,-1
-18.16666667,0.666666667,1.359878903,0.384214892,0.066666667,-0.5,4.086369904,-3.586369904,0.739668309,0.52894394,0,0,-1
-8.333333333,-6.666666667,-3.866042823,4.554669739,1,-4.5,3.773920117,0.726079883,-0.240822279,0.433726192,0,0,-1
2.5,-6,-5.482051993,2.306097765,0.933333333,-5,3.65870308,1.34129692,-0.571077003,0.400211575,0,0,-1
-38.16666667,11.66666667,-2.769425246,0.576954149,0.266666667,1.75,2.332285151,-4.082285151,-1.17409643,0.429553184,0,-1,-1
-26.33333333,6.333333333,-3.389135857,0.84161678,0.466666667,-3.25,1.965581165,1.284418835,-0.096837465,0.429370288,0,-1,-1
-13,-1.5,-5.032622678,1.292463197,0.666666667,-7.5,2.365241414,5.134758586,-0.582383,0.400693152,0,0,-1
-11.33333333,-4.166666667,-8.894616115,1.569102527,0.8,-10.5,4.02345273,6.47654727,-1.157497338,0.403139196,0,0,-1
-3.166666667,-7.333333333,-10.09036996,1.414645612,0.733333333,-5.75,4.550770841,1.199229159,-0.626748182,0.402981353,0,0,-1
-57.5,42,-9.103591528,0.725732559,0.2,9.5,4.033946756,-13.53394676,0.27282651,0.494879817,0,-1,-1
-52.33333333,45.33333333,-8.575156804,0.757315334,0.2,4.25,3.523911599,-7.773911599,0.370963231,0.442702828,0,-1,-1
-59.16666667,43.66666667,-8.385927254,0.91461173,0.333333333,-5.75,2.285206085,3.464793915,0.490061753,0.429458538,0,-1,-1
-62.5,30.5,-8.629975326,0.994984318,0.466666667,-2,2.328612189,-0.328612189,0.477091747,0.409583541,0,-1,-1
-52.83333333,18.33333333,-9.504746461,1.072843538,0.666666667,-3,1.79854835,1.20145165,0.335186622,0.365628776,1,-1,-1
-37.66666667,6.666666667,-11.67723386,1.239277326,0.933333333,-8.75,2.007471339,6.742528661,-0.819836321,0.343942929,1,0,-1
-19.5,-5,-17.19728788,1.394717579,1,-15.25,4.999432425,10.25056757,-0.717453615,0.353797758,1,0,-1
9.833333333,-7.333333333,-21.39627019,1.437577427,1,-16.75,6.397412244,10.35258776,-0.91642758,0.346210404,1,0,-1
-1,2,-27.17400865,1.050329962,0.466666667,5.75,4.762149729,-10.51214973,0.547101051,0.345019215,1,0,-1
-15.5,5.5,-21.5590401,0.869479597,0.066666667,5.75,3.58050364,-9.33050364,-0.355681272,0.310244542,1,-1,-1
-40.66666667,30.16666667,-14.90582613,0.828146614,0.066666667,4,0.998319309,-4.998319309,-0.8058565,0.401582509,0,-1,-1
-36.66666667,11.66666667,-12.74140937,0.883603636,0.533333333,-0.75,0.389444987,0.360555013,-0.284125323,0.462580413,0,-1,-1
-26.5,-3,-13.04193394,0.951452977,0.8,-4.25,-0.361177664,4.611177664,-0.171453726,0.500852313,0,-1,-1
